Tipo de identificación,ID. Cliente,Saldo de aportes,Valor aporte mensual,Saldo aportes ordinarios,Saldo aportes extraordinarios,Valor revalorización,Monto promedio año,Ultima fecha de pago
C,18954,96147.0,13000,96147.0,0,0,96147,2022-03-31
C,36796,215892.0,13000,215892.0,0,0,215892,2022-03-31
C,23489,61020.0,13000,61020.0,0,0,61020,2022-03-31
C,18953,28729.0,13000,28729.0,0,0,28729,2022-03-31
C,18952,704077.0,13000,704077.0,0,0,639789,2024-09-30
C,6942,1371963.0,13000,1371963.0,0,0,1307675,2024-09-30
C,18951,1183444.0,13000,1183444.0,0,0,1183444,2022-10-27
C,18950,560904.0,13000,560904.0,0,0,496616,2024-09-30
C,53007,314573.0,13000,314573.0,0,0,314573,2023-10-31
C,18949,24080.0,13000,24080.0,0,0,24080,2022-03-31
C,18948,223850.0,13000,223850.0,0,0,223850,2022-03-31
C,18946,2588194.0,13000,2588194.0,0,0,2588194,2022-03-31
C,6915,264986.0,13000,264986.0,0,0,264986,2022-03-31
C,46019,255992.0,13000,255992.0,0,0,255992,2023-07-31
C,33623,248678.0,13000,248678.0,0,0,248678,2023-01-28
C,6852,64237.0,13000,64237.0,0,0,64237,2022-03-31
C,33622,1049659.0,13000,1049659.0,0,0,948356,2024-09-30
C,42344,475239.0,13000,475239.0,0,0,475239,2022-03-31
C,6851,75854.0,13000,75854.0,0,0,75854,2022-12-24
C,1253,4437575.0,20000,4437575.0,0,0,4282269,2024-09-12
C,52418,166541.0,13000,166541.0,0,0,166541,2022-03-31
C,6850,6833589.0,13000,6833589.0,0,0,6833589,2023-01-17
C,6849,59501.0,13000,59501.0,0,0,59501,2022-12-24
C,18872,678069.0,13000,678069.0,0,0,678069,2022-08-30
C,36767,123763.0,13000,123763.0,0,0,123763,2022-03-31
C,18871,107363.0,13000,107363.0,0,0,107363,2023-05-24
C,33621,112422.0,13000,112422.0,0,0,112422,2023-10-31
C,27546,285399.0,13000,285399.0,0,0,285399,2022-03-31
C,14415,220522.0,13000,220522.0,0,0,220522,2022-03-31
C,23446,71874.0,13000,71874.0,0,0,71874,2022-03-31
C,23620,27291.0,13000,27291.0,0,0,27291,2022-03-31
C,45275,576466.0,13000,576466.0,0,0,528901,2024-05-22
C,7157,70910.0,13000,70910.0,0,0,70910,2022-03-31
C,31270,68298.0,13000,68298.0,0,0,68298,2022-03-31
C,42380,1171298.0,13000,1171298.0,0,0,1132869,2024-09-26
C,19122,59448.0,13000,59448.0,0,0,59448,2023-06-30
C,46406,42226.0,13000,42226.0,0,0,42226,2022-03-31
C,7156,222663.0,13000,222663.0,0,0,222663,2022-03-31
C,33677,30821.0,13000,30821.0,0,0,30821,2022-03-31
C,31269,708010.0,13000,708010.0,0,0,694014,2024-04-30
C,36861,72418.0,13000,72418.0,0,0,72418,2023-07-31
C,31268,179088.0,13000,179088.0,0,0,179088,2022-03-31
C,16712,753026.0,13000,753026.0,0,0,665917,2024-09-30
C,7155,106809.0,13000,106809.0,0,0,106809,2022-09-28
C,31267,735436.0,13000,735436.0,0,0,735436,2023-06-30
C,33676,1456101.0,13000,1456101.0,0,0,1356684,2024-09-11
C,10628,3763800.0,20000,3763800.0,0,0,3628840,2024-09-10
C,14648,79778.0,13000,79778.0,0,0,79778,2023-08-28
C,31266,267337.0,13000,267337.0,0,0,267337,2022-03-31
C,31265,3111854.0,13000,3111854.0,0,0,3025885,2024-09-03
C,31264,179085.0,13000,179085.0,0,0,179085,2022-03-31
C,19106,65657.0,13000,65657.0,0,0,65657,2022-03-31
C,31263,29258.0,13000,29258.0,0,0,29258,2022-03-31
C,13545,512718.0,13000,512718.0,0,0,512718,2023-09-30
C,5618,46551.0,13000,46551.0,0,0,46551,2022-03-31
C,13544,81714.0,13000,81714.0,0,0,81714,2022-12-24
C,43734,3737082.0,13000,3737082.0,0,0,3685732,2024-09-10
C,5617,27307.0,13000,27307.0,0,0,27307,2022-03-31
C,5597,31439.0,13000,31439.0,0,0,31439,2022-08-30
C,22813,73443.0,13000,73443.0,0,0,73443,2022-12-24
C,5596,84219.0,13000,84219.0,0,0,84219,2022-03-31
C,13529,35189.0,13000,35189.0,0,0,35189,2022-03-31
C,5595,137106.0,13000,137106.0,0,0,137106,2022-03-31
C,13528,50809.0,13000,50809.0,0,0,50809,2022-03-31
C,5594,137763.0,13000,137763.0,0,0,137763,2022-03-31
C,27146,57472.0,13000,57472.0,0,0,57472,2022-03-31
C,13527,256720.0,13000,256720.0,0,0,256720,2023-09-02
C,30981,127379.0,13000,127379.0,0,0,127379,2022-03-31
C,47019,410489.0,13000,410489.0,0,0,410489,2022-03-31
C,5593,706034.0,13000,706034.0,0,0,676982,2024-08-01
C,5592,510046.0,13000,510046.0,0,0,445758,2024-09-30
C,27145,52803.0,13000,52803.0,0,0,52803,2022-03-31
C,13526,242766.0,13000,242766.0,0,0,242766,2022-03-31
C,27144,27260.0,13000,27260.0,0,0,27260,2022-03-31
C,5591,51823.0,13000,51823.0,0,0,51823,2022-03-31
C,5590,543758.0,13000,543758.0,0,0,543758,2022-08-30
C,22812,427811.0,13000,427811.0,0,0,427811,2023-12-29
C,18416,566957.0,13000,566957.0,0,0,502669,2024-09-30
C,5614,69993.0,13000,69993.0,0,0,69993,2022-03-31
C,16765,514734.0,13000,514734.0,0,0,450446,2024-09-30
C,39955,63987.0,13000,63987.0,0,0,63987,2022-03-31
C,18415,2148229.0,13000,2148229.0,0,0,2082536,2024-09-16
C,5613,410696.0,13000,410696.0,0,0,285389,2024-05-31
C,13543,166596.0,13000,166596.0,0,0,166596,2022-03-31
C,18414,123502.0,13000,123502.0,0,0,123502,2022-11-23
C,18413,129965.0,13000,129965.0,0,0,129965,2022-03-31
C,20388,2200461.0,13000,2200461.0,0,0,2145039,2024-09-10
C,20354,464013.0,13000,464013.0,0,0,399725,2024-09-30
C,18412,355048.0,13000,355048.0,0,0,355048,2022-06-29
C,18411,49060.0,13000,49060.0,0,0,49060,2022-03-31
C,18317,267481.0,13000,267481.0,0,0,267481,2022-03-31
C,36436,44034.0,13000,44034.0,0,0,44034,2022-03-31
C,18316,142798.0,13000,142798.0,0,0,142798,2022-03-31
C,18315,655118.0,13000,655118.0,0,0,655118,2022-03-31
C,18314,36729.0,13000,36729.0,0,0,36729,2022-03-31
C,5528,55235.0,13000,55235.0,0,0,55235,2022-03-31
C,2922,58518.0,13000,58518.0,0,0,58518,2022-03-31
C,27122,251948.0,13000,251948.0,0,0,251948,2023-01-28
C,43728,29505.0,13000,29505.0,0,0,29505,2022-03-31
C,27121,630539.0,13000,630539.0,0,0,566251,2024-09-30
C,13481,231747.0,13000,231747.0,0,0,231747,2022-12-24
C,27120,52111.0,13000,52111.0,0,0,52111,2023-03-30
C,5527,512845.0,13000,512845.0,0,0,512845,2022-09-28
C,13480,32201.0,13000,32201.0,0,0,32201,2022-08-30
C,5526,107915.0,13000,107915.0,0,0,107915,2022-03-31
C,22768,542639.0,13000,542639.0,0,0,542639,2022-03-31
C,22767,278897.0,13000,278897.0,0,0,214609,2024-09-30
C,33292,26740.0,13000,26740.0,0,0,26740,2022-03-31
C,5516,155356.0,13000,155356.0,0,0,155356,2022-03-31
C,13467,44909.0,13000,44909.0,0,0,44909,2022-12-24
C,13466,1127586.0,13000,1127586.0,0,0,1127586,2022-03-31
C,1166,4091339.0,20000,4091339.0,0,0,4050797,2024-09-09
C,5515,240091.0,13000,240091.0,0,0,240091,2023-04-20
C,10401,2165125.0,13000,2165125.0,0,0,2125283,2024-09-16
C,13465,83808.0,13000,83808.0,0,0,83808,2022-03-31
C,5514,286516.0,13000,286516.0,0,0,222228,2024-09-30
C,10400,1987058.0,13000,1987058.0,0,0,1987058,2023-12-18
C,5513,186711.0,13000,186711.0,0,0,186711,2022-03-31
C,5512,218526.0,13000,218526.0,0,0,218526,2022-07-29
C,5511,81684.0,13000,81684.0,0,0,81684,2022-12-24
C,5510,75637.0,13000,75637.0,0,0,75637,2022-03-31
C,22762,352709.0,13000,352709.0,0,0,312902,2024-07-31
C,5507,28179.0,13000,28179.0,0,0,28179,2022-03-31
C,13462,772218.0,13000,772218.0,0,0,772218,2023-08-28
C,5506,125616.0,13000,125616.0,0,0,125616,2022-03-31
C,39946,1131025.0,13000,1131025.0,0,0,1080613,2024-09-30
C,13461,33154.0,13000,33154.0,0,0,33154,2022-03-31
C,18945,425970.0,13000,425970.0,0,0,425970,2022-03-31
C,18944,26927.0,13000,26927.0,0,0,26927,2022-03-31
C,36789,810790.0,13000,810790.0,0,0,810790,2023-06-30
C,18943,301352.0,13000,301352.0,0,0,237064,2024-09-30
C,18942,577192.0,13000,577192.0,0,0,507590,2024-08-29
C,18941,996161.0,13000,996161.0,0,0,996161,2023-10-31
C,18940,1593473.0,13000,1593473.0,0,0,1593473,2022-03-31
C,20340,533357.0,13000,533357.0,0,0,480046,2024-09-02
C,53006,31361.0,13000,31361.0,0,0,31361,2022-03-31
C,41142,1048553.0,13000,1048553.0,0,0,984265,2024-09-30
C,18939,25818.0,13000,25818.0,0,0,25818,2022-07-29
C,14446,27291.0,13000,27291.0,0,0,27291,2022-03-31
C,42348,439288.0,13000,439288.0,0,0,439288,2023-06-30
C,14445,895023.0,13000,895023.0,0,0,895023,2023-08-28
C,45259,272951.0,13000,272951.0,0,0,272951,2023-04-20
C,40074,64308.0,13000,64308.0,0,0,64308,2022-03-31
C,14444,169061.0,13000,169061.0,0,0,169061,2022-11-23
C,33661,68896.0,13000,68896.0,0,0,68896,2022-08-30
C,40073,118011.0,13000,118011.0,0,0,118011,2022-03-31
C,23478,1941245.0,13000,1941245.0,0,0,1941245,2022-04-01
C,45258,73763.0,13000,73763.0,0,0,30635,2024-09-30
C,6914,28729.0,13000,28729.0,0,0,28729,2022-03-31
C,6913,368523.0,13000,368523.0,0,0,304235,2024-09-30
C,27573,673059.0,13000,673059.0,0,0,694304,2024-06-17
C,14443,41578.0,13000,41578.0,0,0,41578,2023-03-30
C,27572,136113.0,13000,136113.0,0,0,136113,2022-10-27
C,42347,1074849.0,13000,1074849.0,0,0,1039399,2024-09-30
C,6912,721280.0,13000,721280.0,0,0,721280,2022-03-31
C,27571,1133497.0,13000,1133497.0,0,0,1069209,2024-09-30
C,40072,121406.0,13000,121406.0,0,0,121406,2022-03-31
C,49153,155434.0,13000,155434.0,0,0,155434,2022-03-31
C,27562,27019.0,13000,27019.0,0,0,27019,2022-03-31
C,36701,722707.0,13000,722707.0,0,0,722707,2022-03-31
C,6644,162996.0,13000,162996.0,0,0,162996,2022-03-31
C,6643,121318.0,13000,121318.0,0,0,121318,2022-03-31
C,18662,277514.0,13000,277514.0,0,0,277514,2022-03-31
C,6642,28729.0,13000,28729.0,0,0,28729,2022-03-31
C,33383,1796538.0,13000,1796538.0,0,0,1700319,2024-09-02
C,6641,823552.0,13000,823552.0,0,0,772216,2024-08-31
C,14396,34937.0,13000,34937.0,0,0,34937,2022-09-28
C,33570,298221.0,13000,298221.0,0,0,298221,2022-03-31
C,7141,104991.0,13000,104991.0,0,0,104991,2022-03-31
C,51870,340019.0,13000,340019.0,0,0,340019,2022-03-31
C,46405,380317.0,13000,380317.0,0,0,380317,2022-03-31
C,7140,88226.0,13000,88226.0,0,0,88226,2022-03-31
C,7139,2593864.0,13000,2593864.0,0,0,2580154,2024-06-04
C,14639,50985.0,13000,50985.0,0,0,50985,2022-03-31
C,14638,235487.0,13000,235487.0,0,0,235487,2022-08-30
C,7138,144492.0,13000,144492.0,0,0,144492,2022-03-31
C,14637,974591.0,13000,974591.0,0,0,910303,2024-09-30
C,53861,31923.0,13000,31923.0,0,0,31923,2022-03-31
C,53013,109041.0,13000,109041.0,0,0,109041,2023-08-28
C,31262,136880.0,13000,136880.0,0,0,136880,2022-03-31
C,7137,589310.0,13000,589310.0,0,0,525022,2024-09-30
C,47047,229224.0,13000,229224.0,0,0,222611,2024-05-31
C,47046,382332.0,13000,382332.0,0,0,382332,2023-02-22
C,31261,463600.0,13000,463600.0,0,0,409666,2024-08-28
C,19088,147264.0,13000,147264.0,0,0,112724,2024-09-30
C,14625,58154.0,13000,58154.0,0,0,58154,2023-03-30
C,31258,68443.0,13000,68443.0,0,0,68443,2022-03-31
C,14624,96547.0,13000,96547.0,0,0,96547,2022-08-30
C,14623,91144.0,13000,91144.0,0,0,91144,2023-03-30
C,45273,308513.0,13000,308513.0,0,0,308513,2023-07-28
C,19092,68407.0,13000,68407.0,0,0,68407,2022-03-31
C,19091,267598.0,13000,267598.0,0,0,267598,2022-03-31
C,19090,73582.0,13000,73582.0,0,0,73582,2022-03-31
C,19089,294589.0,13000,294589.0,0,0,294589,2023-09-06
C,19086,666752.0,13000,666752.0,0,0,666752,2022-03-31
C,19085,169194.0,13000,169194.0,0,0,169194,2022-03-31
C,46403,257874.0,13000,257874.0,0,0,257874,2022-03-31
C,14620,69217.0,13000,69217.0,0,0,69217,2022-03-31
C,19084,67674.0,13000,67674.0,0,0,67674,2022-03-31
C,19083,1795077.0,13000,1795077.0,0,0,1692435,2024-09-14
C,52425,370475.0,13000,370475.0,0,0,370475,2022-05-24
C,19082,269387.0,13000,269387.0,0,0,244905,2024-09-30
C,19081,1437877.0,13000,1437877.0,0,0,1346049,2024-09-10
C,19080,2236762.0,13000,2236762.0,0,0,2190295,2024-08-21
C,19079,568213.0,13000,568213.0,0,0,568213,2022-08-30
C,18410,602605.0,13000,602605.0,0,0,526941,2024-09-12
C,18409,1690298.0,13000,1690298.0,0,0,1626010,2024-09-30
C,45203,125635.0,13000,125635.0,0,0,125635,2022-03-31
C,5612,158845.0,13000,158845.0,0,0,158845,2022-03-31
C,43733,1824007.0,13000,1824007.0,0,0,1785168,2024-07-05
C,5588,75147.0,13000,75147.0,0,0,75147,2022-11-23
C,18408,390400.0,13000,390400.0,0,0,346057,2024-09-21
C,42236,120406.0,13000,120406.0,0,0,120406,2022-03-31
C,18407,283619.0,13000,283619.0,0,0,266396,2024-07-31
C,18406,697126.0,13000,697126.0,0,0,697126,2022-03-31
C,18405,54300.0,13000,54300.0,0,0,54300,2022-03-31
C,18404,128973.0,13000,128973.0,0,0,128973,2022-03-31
C,5587,207936.0,13000,207936.0,0,0,207936,2022-03-31
C,18403,73014.0,13000,73014.0,0,0,73014,2022-08-30
C,20353,1173711.0,13000,1173711.0,0,0,1109423,2024-09-30
C,3712,47027.0,13000,47027.0,0,0,47027,2022-03-31
C,3702,573269.0,13000,573269.0,0,0,529925,2024-09-01
C,12296,73334.0,13000,73334.0,0,0,73334,2022-12-24
C,12295,50363.0,13000,50363.0,0,0,50363,2022-03-31
C,21684,820841.0,13000,820841.0,0,0,820841,2022-05-03
C,21683,42812.0,13000,42812.0,0,0,42812,2022-03-31
C,21682,61029.0,13000,61029.0,0,0,61029,2022-03-31
C,21681,73298.0,13000,73298.0,0,0,73298,2023-03-30
C,3701,38011.0,13000,38011.0,0,0,38011,2023-02-22
C,26441,158452.0,13000,158452.0,0,0,158452,2022-03-31
C,3700,39716.0,13000,39716.0,0,0,39716,2022-03-31
C,3699,24566708.0,13000,24566708.0,0,0,18104073,2024-09-09
C,21680,202133.0,13000,202133.0,0,0,188137,2024-04-30
C,21679,1598419.0,13000,1598419.0,0,0,1484291,2024-09-30
C,12294,69607.0,13000,69607.0,0,0,69607,2022-03-31
C,3698,115536.0,13000,115536.0,0,0,115536,2022-03-31
C,12293,27246.0,13000,27246.0,0,0,27246,2022-03-31
C,3697,28668.0,13000,28668.0,0,0,28668,2022-03-31
C,26440,68407.0,13000,68407.0,0,0,68407,2022-03-31
C,3696,59318.0,13000,59318.0,0,0,59318,2022-03-31
C,12292,53020.0,13000,53020.0,0,0,53020,2022-03-31
C,26439,37044.0,13000,37044.0,0,0,37044,2022-03-31
C,22761,106246.0,13000,106246.0,0,0,106246,2022-09-28
C,13460,90044.0,13000,90044.0,0,0,90044,2022-03-31
C,49098,27534.0,13000,27534.0,0,0,27534,2022-03-31
C,36437,635538.0,13000,635538.0,0,0,635538,2023-12-29
C,13459,41560.0,13000,41560.0,0,0,41560,2022-03-31
C,13458,66596.0,13000,66596.0,0,0,66596,2022-11-23
C,5505,43900.0,13000,43900.0,0,0,43900,2022-11-23
C,13457,81376.0,13000,81376.0,0,0,81376,2022-03-31
C,13456,68334.0,13000,68334.0,0,0,68334,2022-03-31
C,10546,899944.0,13000,899944.0,0,0,899944,2022-03-31
C,5504,27275.0,13000,27275.0,0,0,27275,2022-03-31
C,5503,79360.0,13000,79360.0,0,0,79360,2022-03-31
C,22760,1268185.0,13000,1268185.0,0,0,1230242,2024-09-25
C,5502,62191.0,13000,62191.0,0,0,62191,2022-03-31
C,27109,67585.0,13000,67585.0,0,0,67585,2022-03-31
C,29072,62260.0,13000,62260.0,0,0,62260,2023-09-30
C,22933,566911.0,13000,566911.0,0,0,566911,2023-10-31
C,36529,148622.0,13000,148622.0,0,0,147388,2024-01-27
C,27222,26694.0,13000,26694.0,0,0,26694,2022-03-31
C,13749,23209.0,13000,23209.0,0,0,23209,2022-03-31
C,13748,81677.0,13000,81677.0,0,0,81677,2023-03-30
C,22932,68334.0,13000,68334.0,0,0,68334,2022-03-31
C,48261,206364.0,13000,206364.0,0,0,206364,2023-04-20
C,43745,505917.0,13000,505917.0,0,0,464494,2024-09-05
C,31013,1168715.0,13000,1168715.0,0,0,1107056,2024-07-31
C,18502,79382.0,13000,79382.0,0,0,79382,2023-02-22
C,31014,362976.0,13000,362976.0,0,0,221888,2024-09-11
C,13745,243307.0,13000,243307.0,0,0,243307,2022-03-31
C,5845,21126.0,13000,21126.0,0,0,21126,2022-03-31
C,22930,105566.0,13000,105566.0,0,0,105566,2022-03-31
C,27218,471319.0,13000,471319.0,0,0,471319,2023-05-30
C,13744,322833.0,13000,322833.0,0,0,322833,2022-03-31
C,13743,656001.0,13000,656001.0,0,0,616194,2024-07-31
C,36527,64923.0,13000,64923.0,0,0,64923,2022-11-23
C,27217,31337.0,13000,31337.0,0,0,31337,2022-11-23
C,13742,44868.0,13000,44868.0,0,0,44868,2023-01-28
C,39968,339787.0,13000,339787.0,0,0,339787,2022-03-31
C,31012,502170.0,13000,502170.0,0,0,502170,2023-11-17
C,42249,480179.0,13000,480179.0,0,0,471876,2024-03-31
C,36781,125564.0,13000,125564.0,0,0,125564,2022-03-31
C,6885,34698.0,13000,34698.0,0,0,34698,2022-07-29
R,27554,36507.0,13000,36507.0,0,0,36507,2022-09-28
R,23469,32608.0,13000,32608.0,0,0,32608,2022-12-24
C,27553,237891.0,13000,237891.0,0,0,173603,2024-09-30
C,49152,132537.0,13000,132537.0,0,0,132537,2022-08-30
C,18907,154289.0,13000,154289.0,0,0,154289,2022-03-31
C,14427,212382.0,13000,212382.0,0,0,212382,2022-03-31
C,6884,141728.0,13000,141728.0,0,0,141728,2023-09-30
C,10862,577209.0,13000,577209.0,0,0,577209,2023-05-24
R,18906,32633.0,13000,32633.0,0,0,32633,2022-03-31
C,36780,97699.0,13000,97699.0,0,0,97699,2022-08-30
C,51168,1142102.0,13000,1142102.0,0,0,1142102,2023-11-01
C,18905,83782.0,13000,83782.0,0,0,83782,2022-03-31
C,23468,74574.0,13000,74574.0,0,0,74574,2022-03-31
C,6883,53103.0,13000,53103.0,0,0,53103,2022-03-31
C,18904,86359.0,13000,86359.0,0,0,86359,2022-03-31
C,14426,236983.0,13000,236983.0,0,0,236983,2022-03-31
C,6882,1115129.0,13000,1115129.0,0,0,1115129,2022-03-31
C,6926,278729.0,13000,278729.0,0,0,241831,2024-08-05
C,18947,127450.0,13000,127450.0,0,0,127450,2022-03-31
C,23483,27260.0,13000,27260.0,0,0,27260,2022-03-31
C,6925,75478.0,13000,75478.0,0,0,75478,2022-03-31
C,6924,56354.0,13000,56354.0,0,0,56354,2022-03-31
C,6923,67429.0,13000,67429.0,0,0,67429,2022-03-31
C,6922,65203.0,13000,65203.0,0,0,65203,2022-08-30
C,23482,994669.0,13000,994669.0,0,0,994669,2022-03-31
C,6921,129994.0,13000,129994.0,0,0,129994,2022-03-31
C,14454,62158.0,13000,62158.0,0,0,62158,2022-03-31
C,14453,175754.0,13000,175754.0,0,0,175754,2022-03-31
C,6920,6713127.0,13000,6713127.0,0,0,6643266,2024-09-17
C,10412,2885842.0,20000,2885842.0,0,0,2759661,2024-09-16
C,14452,113386.0,13000,113386.0,0,0,113386,2022-03-31
C,14451,27019.0,13000,27019.0,0,0,27019,2022-03-31
C,14450,129984.0,13000,129984.0,0,0,129984,2022-11-23
C,6918,579794.0,13000,579794.0,0,0,479020,2024-09-18
C,23481,27260.0,13000,27260.0,0,0,27260,2022-03-31
C,36791,550033.0,13000,550033.0,0,0,485745,2024-09-30
C,19068,1747270.0,13000,1747270.0,0,0,1628270,2024-09-24
C,19067,53727.0,13000,53727.0,0,0,53727,2022-03-31
C,19066,113377.0,13000,113377.0,0,0,113377,2022-03-31
C,19065,1243653.0,13000,1243653.0,0,0,1243653,2022-11-11
C,19064,257325.0,13000,257325.0,0,0,257325,2022-12-24
C,53578,230136.0,13000,230136.0,0,0,230136,2022-07-29
C,19063,857403.0,13000,857403.0,0,0,793115,2024-09-30
C,19062,135085.0,13000,135085.0,0,0,135085,2022-09-28
C,19061,26927.0,13000,26927.0,0,0,26927,2022-03-31
C,19060,68443.0,13000,68443.0,0,0,68443,2022-03-31
C,19059,27246.0,13000,27246.0,0,0,27246,2022-03-31
C,19058,1973968.0,13000,1973968.0,0,0,1868220,2024-09-18
C,45272,858529.0,13000,858529.0,0,0,856941,2024-01-30
C,19057,188594.0,13000,188594.0,0,0,184561,2024-02-29
C,7106,68953.0,13000,68953.0,0,0,68953,2022-07-29
C,14600,831334.0,13000,831334.0,0,0,831334,2022-03-31
C,19056,1503848.0,13000,1503848.0,0,0,1448498,2024-09-02
C,19055,3755969.0,13000,3755969.0,0,0,3698068,2024-09-03
C,7103,41150.0,13000,41150.0,0,0,41150,2022-03-31
R,14599,46686.0,13000,46686.0,0,0,46686,2022-08-30
R,23584,24819.0,13000,24819.0,0,0,24819,2022-07-29
C,23583,1057556.0,13000,1057556.0,0,0,968195,2024-09-30
C,40096,185560.0,13000,185560.0,0,0,185560,2023-08-28
C,14598,144036.0,13000,144036.0,0,0,144036,2022-03-31
C,27624,23944.0,13000,23944.0,0,0,23944,2022-03-31
C,50039,1713001.0,13000,1713001.0,0,0,1658929,2024-09-03
C,49163,334699.0,13000,334699.0,0,0,334699,2022-03-31
C,19052,1118889.0,13000,1118889.0,0,0,1118889,2022-03-31
C,40095,106119.0,13000,106119.0,0,0,106119,2022-03-31
C,51185,667322.0,13000,667322.0,0,0,667322,2022-03-31
C,19051,1814521.0,13000,1814521.0,0,0,1719711,2024-09-03
C,14597,22878.0,13000,22878.0,0,0,22878,2022-08-30
C,31241,135578.0,13000,135578.0,0,0,135578,2023-12-29
C,7102,28729.0,13000,28729.0,0,0,28729,2022-03-31
C,45271,1124823.0,13000,1124823.0,0,0,989442,2024-09-30
C,23582,176275.0,13000,176275.0,0,0,176275,2022-03-31
C,7101,22863.0,13000,22863.0,0,0,22863,2022-03-31
C,7100,140676.0,13000,140676.0,0,0,140676,2022-03-31
C,23550,60203.0,13000,60203.0,0,0,60203,2022-03-31
C,26438,594015.0,13000,594015.0,0,0,529727,2024-09-30
C,3695,44733.0,13000,44733.0,0,0,44733,2022-09-28
C,3694,1153719.0,13000,1153719.0,0,0,1060638,2024-09-07
C,26437,57515.0,13000,57515.0,0,0,57515,2022-03-31
C,12291,23944.0,13000,23944.0,0,0,23944,2022-03-31
C,26436,468969.0,13000,468969.0,0,0,404681,2024-09-30
C,3693,146108.0,13000,146108.0,0,0,146108,2022-03-31
C,12290,386531.0,13000,386531.0,0,0,386531,2022-03-31
C,3692,57830.0,13000,57830.0,0,0,57830,2022-03-31
C,13538,131297.0,13000,131297.0,0,0,131297,2022-03-31
C,10548,6857346.0,13000,6857346.0,0,0,6786965,2024-09-10
C,5604,261393.0,13000,261393.0,0,0,197105,2024-09-30
C,10783,2778173.0,13000,2778173.0,0,0,2702173,2024-09-10
C,13537,223188.0,13000,223188.0,0,0,223188,2023-04-20
C,13536,163163.0,13000,163163.0,0,0,163163,2023-08-28
C,13535,29594.0,13000,29594.0,0,0,29594,2022-09-28
C,48259,72438.0,13000,72438.0,0,0,72438,2022-03-31
C,13534,21123.0,13000,21123.0,0,0,21123,2022-03-31
C,27148,32156.0,13000,32156.0,0,0,32156,2022-08-30
C,13533,43866.0,13000,43866.0,0,0,43866,2022-12-24
C,5603,69993.0,13000,69993.0,0,0,69993,2022-03-31
C,27147,49170.0,13000,49170.0,0,0,49170,2023-04-20
C,5602,742285.0,13000,742285.0,0,0,742285,2022-03-31
C,5601,1761493.0,13000,1761493.0,0,0,1755617,2024-05-31
C,13532,917191.0,13000,917191.0,0,0,839344,2024-09-30
C,36454,2022068.0,13000,2022068.0,0,0,2022068,2022-03-31
C,13531,69993.0,13000,69993.0,0,0,69993,2022-03-31
C,22817,450437.0,13000,450437.0,0,0,450437,2022-03-31
C,5600,2373036.0,13000,2373036.0,0,0,2304507,2024-09-30
C,5599,196983.0,13000,196983.0,0,0,158209,2024-09-30
C,22816,636067.0,13000,636067.0,0,0,636067,2022-07-29
C,22815,43888.0,13000,43888.0,0,0,43888,2023-05-09
C,13530,268158.0,13000,268158.0,0,0,203870,2024-09-30
C,5598,68223.0,13000,68223.0,0,0,68223,2022-03-31
C,22814,250605.0,13000,250605.0,0,0,246572,2024-02-29
C,36453,333950.0,13000,333950.0,0,0,333950,2022-03-31
C,27141,91537.0,13000,91537.0,0,0,91537,2022-07-29
C,43246,1528960.0,13000,1528960.0,0,0,1481950,2024-09-10
C,27216,368755.0,13000,368755.0,0,0,368755,2022-07-29
C,13741,226036.0,13000,226036.0,0,0,226036,2022-03-31
C,13740,31388.0,13000,31388.0,0,0,31388,2022-07-29
C,43744,319509.0,13000,319509.0,0,0,319509,2023-11-29
C,36526,289442.0,13000,289442.0,0,0,289442,2023-03-30
C,51299,1019897.0,13000,1019897.0,0,0,973419,2024-08-31
C,36525,41677.0,13000,41677.0,0,0,41677,2022-03-31
C,42248,1038230.0,13000,1038230.0,0,0,975009,2024-09-20
C,5844,243629.0,13000,243629.0,0,0,243629,2022-03-31
C,43727,34560.0,13000,34560.0,0,0,34560,2022-03-31
C,18313,32148.0,13000,32148.0,0,0,32148,2022-03-31
C,18312,2166194.0,13000,2166194.0,0,0,2082117,2024-09-23
C,18311,951093.0,13000,951093.0,0,0,917903,2024-09-10
C,18310,27218.0,13000,27218.0,0,0,27218,2022-03-31
C,18309,120406.0,13000,120406.0,0,0,120406,2022-03-31
C,43726,23673.0,13000,23673.0,0,0,23673,2022-03-31
C,18308,53988.0,13000,53988.0,0,0,53988,2022-03-31
C,18307,33830.0,13000,33830.0,0,0,33830,2022-03-31
C,5497,30602.0,13000,30602.0,0,0,30602,2022-03-31
C,30900,161229.0,13000,161229.0,0,0,161229,2022-03-31
C,18306,94102.0,13000,94102.0,0,0,94102,2022-03-31
C,18517,49518.0,13000,49518.0,0,0,49518,2023-04-20
C,22938,24174.0,13000,24174.0,0,0,24174,2022-03-31
C,18516,149704.0,13000,149704.0,0,0,149704,2022-03-31
C,18515,59792.0,13000,59792.0,0,0,59792,2022-03-31
C,18514,88759.0,13000,88759.0,0,0,88759,2022-03-31
C,48262,325874.0,13000,325874.0,0,0,219008,2024-09-20
C,45210,45766.0,13000,45766.0,0,0,45766,2022-09-28
C,18513,27519.0,13000,27519.0,0,0,27519,2022-03-31
C,18512,109607.0,13000,109607.0,0,0,109607,2022-03-31
C,31016,473083.0,13000,473083.0,0,0,473083,2022-03-31
C,18511,116991.0,13000,116991.0,0,0,116991,2022-03-31
C,18510,193533.0,13000,193533.0,0,0,193533,2022-03-31
