Tipo de identificación,ID. Cliente,Saldo de aportes,Valor aporte mensual,Saldo aportes ordinarios,Saldo aportes extraordinarios,Valor revalorización,Monto promedio año,Ultima fecha de pago
I,24566,41968.0,13000,41968.0,0,0,41968,2023-04-20
C,9006,22647.0,13000,22647.0,0,0,22647,2022-03-31
I,28495,14947.0,13000,14947.0,0,0,14947,2023-06-30
I,28494,69534.0,13000,69534.0,0,0,69534,2023-03-30
C,33972,129964.0,13000,129964.0,0,0,129964,2022-12-24
C,15967,603538.0,13000,603538.0,0,0,518356,2024-09-10
C,37995,537811.0,13000,537811.0,0,0,537811,2022-08-06
C,42885,926187.0,13000,926187.0,0,0,926187,2022-07-27
C,28493,269572.0,13000,269572.0,0,0,269572,2022-03-31
C,24814,1553416.0,13000,1553416.0,0,0,1489128,2024-09-30
C,24799,31491.0,13000,31491.0,0,0,31491,2022-07-29
C,33969,92708.0,13000,92708.0,0,0,92708,2022-03-31
C,8989,44294.0,13000,44294.0,0,0,44294,2022-03-31
C,28487,68407.0,13000,68407.0,0,0,68407,2022-03-31
I,28486,210686.0,13000,210686.0,0,0,210686,2022-11-04
C,8988,67867.0,13000,67867.0,0,0,67867,2023-05-31
C,28485,26740.0,13000,26740.0,0,0,26740,2022-03-31
C,44120,35676.0,13000,35676.0,0,0,35676,2022-03-31
C,44119,42234.0,13000,42234.0,0,0,42234,2023-04-20
C,15952,51596.0,13000,51596.0,0,0,51596,2022-03-31
C,8987,131055.0,13000,131055.0,0,0,131055,2022-03-31
C,15951,33269.0,13000,33269.0,0,0,33269,2022-03-31
C,15950,26546.0,13000,26546.0,0,0,26546,2022-03-31
C,24798,501046.0,13000,501046.0,0,0,436758,2024-09-30
C,8982,132106.0,13000,132106.0,0,0,132106,2022-08-30
I,28483,34310.0,13000,34310.0,0,0,34310,2023-11-29
C,24797,27215.0,13000,27215.0,0,0,27215,2022-12-24
C,37977,56008.0,13000,56008.0,0,0,56008,2022-03-31
C,15944,53623.0,13000,53623.0,0,0,53623,2022-03-31
C,37976,41022.0,13000,41022.0,0,0,41022,2022-11-23
C,24796,135891.0,13000,135891.0,0,0,135891,2022-03-31
I,37975,32277.0,13000,32277.0,0,0,32277,2023-06-30
C,8981,132639.0,13000,132639.0,0,0,132639,2022-03-31
C,15943,60840.0,13000,60840.0,0,0,60840,2022-03-31
C,28482,65058.0,13000,65058.0,0,0,65058,2022-03-31
C,15942,130776.0,13000,130776.0,0,0,130776,2022-08-30
C,33966,260919.0,13000,260919.0,0,0,260919,2022-11-23
C,8504,343267.0,13000,343267.0,0,0,342033,2024-01-27
C,28274,118641.0,13000,118641.0,0,0,117407,2024-01-27
C,15594,103826.0,13000,103826.0,0,0,103826,2022-03-31
C,8494,270286.0,13000,270286.0,0,0,270286,2023-04-20
C,28273,210651.0,13000,210651.0,0,0,210651,2022-03-31
C,15593,5048495.0,13000,5048495.0,0,0,4670247,2024-07-06
C,33888,648873.0,13000,648873.0,0,0,647296,2024-08-20
C,24468,14709.0,13000,14709.0,0,0,14709,2022-08-30
I,8493,55020.0,5720,55020.0,0,0,55020,2023-12-29
C,15592,116718.0,13000,116718.0,0,0,73590,2024-09-30
C,8492,14368.0,13000,14368.0,0,0,14368,2022-03-31
C,37667,114964.0,13000,114964.0,0,0,114964,2022-07-29
C,37666,20442.0,13000,20442.0,0,0,20442,2022-11-23
C,15591,313249.0,13000,313249.0,0,0,248961,2024-09-30
R,37665,23970.0,5720,23970.0,0,0,23970,2022-03-31
C,28272,281555.0,13000,281555.0,0,0,281555,2022-03-31
C,15590,141736.0,13000,141736.0,0,0,141736,2022-03-31
C,15589,115460.0,13000,115460.0,0,0,115460,2022-03-31
C,28271,34726.0,13000,34726.0,0,0,34726,2023-01-28
C,28270,225774.0,13000,225774.0,0,0,225688,2024-09-21
C,15588,152930.0,13000,152930.0,0,0,75193,2024-05-22
C,37664,32468.0,13000,32468.0,0,0,32468,2023-04-20
R,28269,430577.0,5720,430577.0,0,0,402171,2024-09-30
R,15587,51014.0,5720,51014.0,0,0,51014,2022-03-31
C,8183,104887.0,13000,104887.0,0,0,104887,2022-03-31
C,19400,9452.0,13000,9452.0,0,0,9452,2022-08-30
I,19399,39594.0,5720,39594.0,0,0,39594,2023-11-29
C,45574,575332.0,13000,575332.0,0,0,466507,2024-09-02
I,19398,256749.0,5720,256749.0,0,0,228462,2024-09-30
C,19397,131357.0,13000,131357.0,0,0,131357,2023-02-22
C,19396,31541.0,13000,31541.0,0,0,31541,2022-07-29
C,19395,1192822.0,13000,1192822.0,0,0,1192822,2022-03-31
I,19394,91045.0,5720,91045.0,0,0,91045,2023-12-29
C,19393,720054.0,13000,720054.0,0,0,720054,2022-03-31
R,54048,35336.0,5720,35336.0,0,0,35336,2023-12-29
I,19392,15396.0,10000,15396.0,0,0,15396,2022-03-31
C,19391,54498.0,13000,54498.0,0,0,54498,2022-10-27
C,19390,28016.0,13000,28016.0,0,0,28016,2022-12-24
C,8380,21124.0,13000,21124.0,0,0,21124,2022-03-31
C,15518,416308.0,13000,416308.0,0,0,416308,2022-10-15
C,8379,333119.0,13000,333119.0,0,0,333119,2022-03-31
R,8378,221321.0,5720,221321.0,0,0,193029,2024-09-30
C,24388,298839.0,13000,298839.0,0,0,298839,2022-03-31
C,8377,36951.0,13000,36951.0,0,0,36951,2022-03-31
C,33877,4549.0,13000,4549.0,0,0,4549,2022-03-31
C,24386,151031.0,13000,151031.0,0,0,151031,2022-10-27
C,24385,259960.0,13000,259960.0,0,0,259960,2022-03-31
C,46035,335659.0,13000,335659.0,0,0,327356,2024-03-31
C,8376,123309.0,13000,123309.0,0,0,123309,2022-03-31
C,24384,180245.0,13000,180245.0,0,0,180245,2022-03-31
C,8375,121435.0,13000,121435.0,0,0,121435,2022-07-29
C,28217,56894.0,13000,56894.0,0,0,56894,2022-03-31
R,37596,3011.0,5720,3011.0,0,0,3011,2022-03-31
C,37595,168337.0,13000,168337.0,0,0,168337,2023-02-09
C,15517,23935.0,13000,23935.0,0,0,23935,2022-03-31
C,24383,54808.0,13000,54808.0,0,0,54808,2022-03-31
C,8366,77308.0,13000,77308.0,0,0,77308,2022-03-31
C,24382,122234.0,13000,122234.0,0,0,122234,2022-03-31
C,15513,41823.0,13000,41823.0,0,0,41823,2023-04-20
C,8365,767712.0,50000,767712.0,0,0,520449,2024-09-30
C,8364,285488.0,13000,285488.0,0,0,285488,2022-03-31
C,8363,25022.0,13000,25022.0,0,0,25022,2023-04-20
R,24381,118705.0,5720,118705.0,0,0,118705,2023-11-29
C,15512,60434.0,13000,60434.0,0,0,60434,2022-07-29
C,28211,29465.0,13000,29465.0,0,0,29465,2023-04-20
C,15511,93217.0,13000,93217.0,0,0,93217,2023-11-29
C,37591,33080.0,13000,33080.0,0,0,33080,2022-11-23
C,8342,214907.0,13000,214907.0,0,0,214907,2023-06-30
C,15495,41641.0,13000,41641.0,0,0,41641,2023-04-20
C,15494,38159.0,13000,38159.0,0,0,38159,2022-11-23
C,15493,31927.0,13000,31927.0,0,0,31927,2022-12-24
C,15492,63398.0,13000,63398.0,0,0,63398,2023-01-28
C,15491,113825.0,13000,113825.0,0,0,113825,2022-03-31
C,8341,90653.0,13000,90653.0,0,0,90653,2023-09-30
C,24375,120313.0,13000,120313.0,0,0,120313,2022-03-31
C,45587,294538.0,13000,294538.0,0,0,277756,2024-05-04
I,19800,24747.0,13000,24747.0,0,0,24747,2022-03-31
C,8637,88434.0,13000,88434.0,0,0,88434,2022-03-31
C,19799,63885.0,13000,63885.0,0,0,63885,2022-03-31
C,46454,578846.0,13000,578846.0,0,0,578846,2023-12-29
C,19798,65920.0,13000,65920.0,0,0,65920,2022-03-31
I,19797,95569.0,13000,95569.0,0,0,95569,2022-03-31
C,19796,167736.0,13000,167736.0,0,0,167736,2022-03-31
I,19795,34242.0,13000,34242.0,0,0,34242,2022-03-31
C,53046,186922.0,13000,186922.0,0,0,186922,2022-03-31
I,19792,255408.0,13000,255408.0,0,0,255408,2023-10-06
C,19791,100956.0,13000,100956.0,0,0,100956,2022-03-31
C,19790,264570.0,13000,264570.0,0,0,256267,2024-03-31
C,24371,22318.0,13000,22318.0,0,0,22318,2022-08-30
C,24370,268045.0,13000,268045.0,0,0,268045,2023-04-20
C,24369,154022.0,13000,154022.0,0,0,142635,2024-06-30
C,37566,475894.0,13000,475894.0,0,0,411606,2024-09-30
C,15482,72889.0,13000,72889.0,0,0,72889,2022-07-29
C,8325,124829.0,13000,124829.0,0,0,124829,2022-03-31
C,24368,414647.0,13000,414647.0,0,0,414647,2022-03-31
C,28193,385819.0,13000,385819.0,0,0,385819,2022-03-31
C,42801,120406.0,13000,120406.0,0,0,120406,2022-03-31
I,24367,48720.0,13000,48720.0,0,0,48720,2023-04-20
C,37565,132056.0,13000,132056.0,0,0,132056,2022-03-31
C,37564,501892.0,13000,501892.0,0,0,477293,2024-07-03
C,37563,122080.0,13000,122080.0,0,0,122080,2023-11-29
C,42800,291179.0,13000,291179.0,0,0,278063,2024-05-08
C,8324,207247.0,13000,207247.0,0,0,207247,2023-09-30
C,15481,21126.0,13000,21126.0,0,0,21126,2022-03-31
C,37562,125214.0,13000,125214.0,0,0,125214,2022-03-31
C,44082,18781.0,13000,18781.0,0,0,18781,2022-03-31
C,33872,132663.0,13000,132663.0,0,0,132663,2022-03-31
C,24366,11860.0,13000,11860.0,0,0,11860,2022-03-31
C,24365,105621.0,13000,105621.0,0,0,105621,2022-03-31
C,8323,26126.0,13000,26126.0,0,0,26126,2022-03-31
R,15480,62149.0,5720,62149.0,0,0,60375,2024-02-29
C,42799,135978.0,13000,135978.0,0,0,135978,2022-03-31
R,42831,24934.0,5720,24934.0,0,0,24934,2023-11-29
C,28481,132371.0,13000,132371.0,0,0,132371,2023-02-22
C,24795,32593.0,13000,32593.0,0,0,32593,2023-04-20
C,28480,55936.0,13000,55936.0,0,0,55936,2022-03-31
C,15941,672339.0,13000,672339.0,0,0,608051,2024-09-30
C,24794,154697.0,13000,154697.0,0,0,154697,2022-03-31
C,52484,31796.0,13000,31796.0,0,0,31796,2022-03-31
C,15940,67158.0,13000,67158.0,0,0,67158,2022-03-31
C,15939,33303.0,13000,33303.0,0,0,33303,2022-03-31
C,15938,125976.0,13000,125976.0,0,0,125976,2022-03-31
C,8980,286292.0,13000,286292.0,0,0,286292,2022-03-31
I,31526,23097.0,13000,23097.0,0,0,23097,2022-03-31
C,8960,26740.0,13000,26740.0,0,0,26740,2022-03-31
C,8959,1678856.0,13000,1678856.0,0,0,1674823,2024-02-29
C,24780,63311.0,13000,63311.0,0,0,63311,2022-10-27
C,28357,59046.0,13000,59046.0,0,0,59046,2022-03-31
C,24580,57737.0,13000,57737.0,0,0,57737,2022-03-31
I,40556,2831.0,5720,2831.0,0,0,2831,2022-03-31
C,28356,58246.0,13000,58246.0,0,0,58246,2022-03-31
C,24832,31263.0,13000,31263.0,0,0,31263,2022-03-31
C,9023,252578.0,13000,252578.0,0,0,252578,2022-03-31
C,24831,271260.0,13000,271260.0,0,0,257264,2024-04-30
C,28501,203314.0,13000,203314.0,0,0,203314,2022-03-31
C,44122,268552.0,13000,268552.0,0,0,268552,2022-03-31
C,9022,32225.0,13000,32225.0,0,0,32225,2022-03-31
I,42888,352685.0,5720,352685.0,0,0,346527,2024-04-30
C,9021,604104.0,13000,604104.0,0,0,595801,2024-03-31
C,15974,124755.0,13000,124755.0,0,0,124755,2022-03-31
C,10148,1843152.0,13000,1843152.0,0,0,1749916,2024-08-26
C,38006,10557.0,13000,10557.0,0,0,10557,2022-03-31
R,38005,41458.0,5720,41458.0,0,0,41458,2023-12-29
C,33973,25699.0,13000,25699.0,0,0,25699,2022-06-29
C,9020,127540.0,13000,127540.0,0,0,127540,2022-03-31
C,9019,391139.0,13000,391139.0,0,0,391139,2022-03-31
I,38004,15014.0,13000,15014.0,0,0,15014,2023-02-22
C,38003,71072.0,13000,71072.0,0,0,71072,2022-07-29
C,24830,95694.0,13000,95694.0,0,0,95694,2022-03-31
C,24829,26927.0,13000,26927.0,0,0,26927,2022-03-31
C,19389,48341.0,13000,48341.0,0,0,48341,2022-07-29
C,19388,121880.0,13000,121880.0,0,0,121880,2022-03-31
C,19384,291338.0,13000,291338.0,0,0,245696,2024-09-30
R,19383,14020.0,5720,14020.0,0,0,14020,2023-11-29
C,19382,677118.0,13000,677118.0,0,0,677118,2022-03-31
I,19381,11616.0,5720,11616.0,0,0,11616,2022-03-31
C,19380,317200.0,13000,317200.0,0,0,254912,2024-09-18
C,19379,30818.0,13000,30818.0,0,0,30818,2022-09-28
I,19378,158382.0,5720,158382.0,0,0,130095,2024-09-30
C,19377,282933.0,13000,282933.0,0,0,193152,2024-06-21
I,19376,267199.0,10000,267199.0,0,0,218593,2024-09-30
C,19375,121792.0,13000,121792.0,0,0,121792,2023-03-30
R,19374,33177.0,5720,33177.0,0,0,33177,2023-12-29
C,8522,111955.0,13000,111955.0,0,0,111955,2022-03-31
C,37690,435856.0,13000,435856.0,0,0,435856,2023-10-31
C,37689,19089.0,13000,19089.0,0,0,19089,2022-09-28
C,8521,82366.0,13000,82366.0,0,0,82366,2022-03-31
C,28288,226174.0,13000,226174.0,0,0,226174,2022-10-27
R,15612,45374.0,5720,45374.0,0,0,45374,2023-11-29
C,1203,178404.0,13000,178404.0,0,0,178404,2022-03-31
C,28287,68483.0,13000,68483.0,0,0,68483,2022-07-29
C,15611,325210.0,13000,325210.0,0,0,325210,2023-06-30
C,8520,788628.0,13000,788628.0,0,0,719263,2024-09-04
C,37688,865531.0,13000,865531.0,0,0,865531,2023-08-16
C,28286,132343.0,13000,132343.0,0,0,132343,2022-09-28
C,8519,111890.0,13000,111890.0,0,0,111890,2022-03-31
I,8518,35737.0,13000,35737.0,0,0,35737,2022-09-28
R,8517,124226.0,5720,124226.0,0,0,95939,2024-09-30
C,15610,74103.0,13000,74103.0,0,0,74103,2022-07-29
R,8516,94084.0,5720,94084.0,0,0,65797,2024-09-30
C,37687,53378.0,13000,53378.0,0,0,53378,2022-03-31
C,8515,103734.0,13000,103734.0,0,0,103734,2022-03-31
I,24481,151447.0,5720,151447.0,0,0,121951,2024-09-30
C,24480,25005.0,13000,25005.0,0,0,25005,2022-03-31
C,40536,662884.0,13000,662884.0,0,0,614154,2024-09-11
C,37678,129534.0,13000,129534.0,0,0,129534,2022-07-29
C,8340,33226.0,13000,33226.0,0,0,33226,2022-03-31
R,37577,2941.0,5720,2941.0,0,0,2941,2022-03-31
C,51928,294832.0,13000,294832.0,0,0,294832,2022-03-31
C,15490,476237.0,13000,476237.0,0,0,476237,2022-03-31
C,37576,56336.0,13000,56336.0,0,0,56336,2022-03-31
C,28195,61241.0,13000,61241.0,0,0,61241,2022-08-30
R,24374,47878.0,5720,47878.0,0,0,38567,2024-05-31
C,15489,366716.0,13000,366716.0,0,0,366716,2022-03-31
C,19658,54843.0,13000,54843.0,0,0,54843,2022-03-31
C,24373,54344.0,13000,54344.0,0,0,54344,2023-01-28
C,24372,23329.0,13000,23329.0,0,0,23329,2022-03-31
C,8334,51138.0,13000,51138.0,0,0,51138,2023-02-22
C,15486,111370.0,13000,111370.0,0,0,111370,2022-12-24
C,8333,194857.0,13000,194857.0,0,0,194857,2023-04-20
C,37573,28025.0,13000,28025.0,0,0,28025,2022-07-29
C,37572,21346.0,13000,21346.0,0,0,21346,2022-03-31
C,37571,183770.0,13000,183770.0,0,0,183770,2023-11-29
C,8332,25748.0,13000,25748.0,0,0,25748,2023-02-22
C,8331,289817.0,13000,289817.0,0,0,225529,2024-09-30
C,8330,508287.0,13000,508287.0,0,0,469811,2024-09-26
R,37570,48635.0,10000,48635.0,0,0,48635,2023-08-28
C,15485,211290.0,13000,211290.0,0,0,211290,2022-03-31
C,37569,82766.0,13000,82766.0,0,0,82766,2022-07-29
C,15484,197608.0,13000,197608.0,0,0,197608,2022-12-16
R,37568,231209.0,5720,231209.0,0,0,202922,2024-09-30
C,15483,45039.0,13000,45039.0,0,0,45039,2022-03-31
R,33874,30774.0,10000,30774.0,0,0,30774,2023-06-30
C,8329,32649.0,13000,32649.0,0,0,32649,2023-02-22
C,33873,36237.0,13000,36237.0,0,0,36237,2023-04-20
C,8328,26286.0,13000,26286.0,0,0,26286,2022-03-31
C,8327,754117.0,13000,754117.0,0,0,673840,2024-09-13
R,42802,63872.0,5720,63872.0,0,0,63872,2022-03-31
C,8326,19288.75,13000,19288.75,0,0,19289,2022-03-31
C,37567,20655.0,13000,20655.0,0,0,20655,2022-07-29
C,8663,67527.0,13000,67527.0,0,0,67527,2022-03-31
C,15706,281473.0,13000,281473.0,0,0,267477,2024-04-30
I,19662,354205.0,10000,354205.0,0,0,354205,2023-06-30
C,8319,21133.0,13000,21133.0,0,0,21133,2022-03-31
C,24358,47012.0,13000,47012.0,0,0,47012,2022-03-31
C,51196,328361.0,13000,328361.0,0,0,328361,2022-03-31
I,8318,35136.0,13000,35136.0,0,0,35136,2022-11-23
C,24357,39621.0,13000,39621.0,0,0,39621,2022-10-27
C,37790,60203.0,13000,60203.0,0,0,60203,2022-03-31
R,24574,97136.0,5720,97136.0,0,0,68849,2024-09-30
C,8649,160720.0,13000,160720.0,0,0,136238,2024-09-30
R,37789,153481.0,5720,153481.0,0,0,125194,2024-09-30
C,28349,159695.0,13000,159695.0,0,0,159695,2023-06-30
C,24573,285305.0,13000,285305.0,0,0,285305,2022-03-31
C,15697,80221.0,13000,80221.0,0,0,80221,2022-03-31
C,8648,320460.0,13000,320460.0,0,0,320460,2022-03-31
R,37788,3011.0,5720,3011.0,0,0,3011,2022-03-31
I,24572,10829.0,5720,10829.0,0,0,10829,2023-11-29
C,51205,58580.0,13000,58580.0,0,0,58580,2022-03-31
C,8647,119045.0,13000,119045.0,0,0,119045,2022-03-31
C,46038,190759.0,13000,190759.0,0,0,190759,2023-02-22
C,37787,230251.0,13000,230251.0,0,0,209090,2024-05-31
C,24571,261550.0,13000,261550.0,0,0,261550,2022-07-29
C,8646,60203.0,13000,60203.0,0,0,60203,2022-03-31
R,8645,80468.0,5720,80468.0,0,0,79925,2024-01-27
C,28348,86930.0,13000,86930.0,0,0,86930,2023-03-30
C,37786,231440.0,13000,231440.0,0,0,231440,2022-03-31
C,15696,126692.0,13000,126692.0,0,0,126692,2022-08-30
R,24555,32337.0,5720,32337.0,0,0,32337,2022-03-31
C,37766,53201.0,13000,53201.0,0,0,53201,2022-03-31
C,37765,128533.0,13000,128533.0,0,0,94069,2024-05-31
C,24554,79090.0,13000,79090.0,0,0,79090,2022-03-31
C,8623,36887.0,13000,36887.0,0,0,36887,2022-03-31
C,8622,87242.0,13000,87242.0,0,0,87242,2022-03-31
C,37764,300113.0,13000,300113.0,0,0,300113,2022-06-06
C,8621,20717.0,13000,20717.0,0,0,20717,2022-03-31
C,15676,27555.0,13000,27555.0,0,0,27555,2022-08-30
R,42824,95751.0,5720,95751.0,0,0,95751,2023-12-29
R,24545,32345.0,5720,32345.0,0,0,32345,2023-11-29
R,15668,32453.0,5720,32453.0,0,0,32453,2022-03-31
C,28500,493342.0,13000,493342.0,0,0,493342,2022-03-31
C,15973,123694.0,13000,123694.0,0,0,123694,2022-03-31
C,28499,39786.0,13000,39786.0,0,0,39786,2022-03-31
I,9018,50717.0,5720,50717.0,0,0,50717,2023-12-29
C,9017,123876.0,13000,123876.0,0,0,123876,2022-03-31
C,24845,151671.0,13000,151671.0,0,0,151671,2023-03-23
R,15992,107141.0,5720,107141.0,0,0,78854,2024-09-30
C,24844,381793.0,11600,381793.0,0,0,379636,2024-05-14
R,24843,32404.0,5720,32404.0,0,0,32404,2023-11-29
C,46457,522847.0,13000,522847.0,0,0,522847,2022-07-12
R,24842,84737.0,5720,84737.0,0,0,82963,2024-02-29
C,15991,132216.0,13000,132216.0,0,0,132216,2022-03-31
C,24841,217446.0,13000,217446.0,0,0,217446,2023-12-18
C,33974,227499.0,13000,227499.0,0,0,227499,2022-11-23
R,42891,24943.0,5720,24943.0,0,0,24943,2023-11-29
C,44123,193637.0,13000,193637.0,0,0,193637,2022-03-31
C,40585,76093.0,13000,76093.0,0,0,76093,2022-03-31
R,31531,33087.0,5720,33087.0,0,0,33087,2023-12-29
I,38015,23456.0,5720,23456.0,0,0,23456,2023-11-29
I,38014,24263.0,5720,24263.0,0,0,24263,2023-12-29
C,19833,67675.0,13000,67675.0,0,0,67675,2022-03-31
C,38013,288521.0,13000,288521.0,0,0,288521,2022-08-30
R,24840,20132.0,5720,20132.0,0,0,20132,2023-11-29
C,9033,42959.0,13000,42959.0,0,0,42959,2022-03-31
I,24825,22138.0,5720,22138.0,0,0,22138,2023-11-29
R,38002,104723.0,13000,104723.0,0,0,101070,2024-03-31
C,15972,32019.0,13000,32019.0,0,0,32019,2022-12-24
C,9015,200743.0,13000,200743.0,0,0,200743,2022-03-31
R,24824,35351.0,5720,35351.0,0,0,35351,2023-12-29
C,24823,10576.0,13000,10576.0,0,0,10576,2022-03-31
I,15971,185093.0,5720,185093.0,0,0,156806,2024-09-30
C,46040,10671.0,13000,10671.0,0,0,10671,2022-03-31
C,9014,347124.0,13000,347124.0,0,0,325803,2024-06-30
C,42887,11564.0,13000,11564.0,0,0,11564,2022-03-31
C,8986,138478.0,13000,138478.0,0,0,138478,2022-12-24
C,37978,76725.0,13000,76725.0,0,0,76725,2022-06-10
C,28484,712402.0,13000,712402.0,0,0,712402,2023-06-27
C,15949,130116.0,13000,130116.0,0,0,130116,2022-03-31
C,33968,286030.0,13000,286030.0,0,0,286030,2022-08-02
C,37677,29688.0,13000,29688.0,0,0,29688,2022-03-31
R,37676,82698.0,5720,82698.0,0,0,80924,2024-02-29
C,8497,817222.0,13000,817222.0,0,0,767109,2024-09-07
R,37673,2973.0,5720,2973.0,0,0,2973,2022-03-31
C,33889,27183.0,13000,27183.0,0,0,27183,2022-11-23
C,37672,116317.0,13000,116317.0,0,0,116317,2022-03-31
C,24472,200114.0,13000,200114.0,0,0,200114,2022-03-31
C,37671,110041.0,13000,110041.0,0,0,110041,2023-11-29
C,15599,37201.0,13000,37201.0,0,0,37201,2022-11-23
R,15598,27269.0,5720,27269.0,0,0,27269,2023-11-29
C,15597,135831.0,13000,135831.0,0,0,135831,2023-10-31
C,37670,231324.0,13000,231324.0,0,0,231324,2022-03-31
C,15596,124268.0,13000,124268.0,0,0,124268,2022-03-31
C,37669,60858.0,13000,60858.0,0,0,60858,2022-07-29
C,24471,28614.0,13000,28614.0,0,0,28614,2022-07-29
C,24470,37263.0,13000,37263.0,0,0,37263,2023-01-28
R,37668,45361.0,10000,45361.0,0,0,45361,2023-08-28
R,44090,325636.0,5720,325636.0,0,0,325636,2022-03-31
R,8496,446571.0,5720,446571.0,0,0,418284,2024-09-30
C,15595,87690.0,13000,87690.0,0,0,87690,2022-12-24
C,8495,485132.0,13000,485132.0,0,0,391493,2024-09-13
R,24469,24244.0,5720,24244.0,0,0,24244,2023-12-29
C,8482,149491.0,13000,149491.0,0,0,149491,2022-03-31
R,8481,39624.0,5720,39624.0,0,0,39624,2023-12-29
C,33885,26604.0,13000,26604.0,0,0,26604,2022-12-24
C,24453,243711.0,13000,243711.0,0,0,209171,2024-09-30
C,28261,35550.0,13000,35550.0,0,0,35550,2022-03-31
C,37656,371844.0,13000,371844.0,0,0,322618,2024-08-10
C,24452,28296.0,13000,28296.0,0,0,28296,2022-07-29
C,8480,193920.0,13000,193920.0,0,0,193920,2022-03-31
C,37655,74789.0,13000,74789.0,0,0,74789,2023-07-31
C,8479,37446.0,13000,37446.0,0,0,37446,2022-03-31
C,8491,77978.0,13000,77978.0,0,0,77978,2022-03-31
C,37663,37571.0,13000,37571.0,0,0,37571,2023-03-30
R,40535,220555.0,5720,220555.0,0,0,157195,2024-09-30
C,8490,21141.0,13000,21141.0,0,0,21141,2022-03-31
R,24448,308542.0,10000,308542.0,0,0,286170,2024-08-20
I,28220,20649.0,10000,20649.0,0,0,20649,2023-05-24
I,42805,108136.0,5720,108136.0,0,0,79849,2024-09-30
I,45580,93769.0,5720,93769.0,0,0,65482,2024-09-30
R,15521,214194.0,13000,214194.0,0,0,158209,2024-09-30
R,8384,505496.0,13000,505496.0,0,0,505496,2022-03-31
C,10621,239583.0,13000,239583.0,0,0,175295,2024-09-30
C,28219,104278.0,13000,104278.0,0,0,104278,2022-03-31
C,24393,433158.0,13000,433158.0,0,0,433158,2023-07-14
C,31488,108811.0,13000,108811.0,0,0,108811,2022-03-31
C,24392,142834.0,13000,142834.0,0,0,142834,2022-03-31
C,24391,216333.0,13000,216333.0,0,0,216333,2023-11-29
C,8383,39224.0,13000,39224.0,0,0,39224,2022-03-31
C,37599,191000.0,13000,191000.0,0,0,140941,2024-09-21
C,28218,39862.0,13000,39862.0,0,0,39862,2022-03-31
I,37598,340093.0,11600,340093.0,0,0,327604,2024-04-30
C,24390,77168.0,13000,77168.0,0,0,77168,2022-05-24
C,8382,130859.0,13000,130859.0,0,0,130859,2023-03-30
C,24389,23613.0,13000,23613.0,0,0,23613,2022-03-31
R,15520,32437.0,5720,32437.0,0,0,32437,2023-11-29
C,8381,334438.0,13000,334438.0,0,0,334438,2023-03-23
I,37597,3011.0,5720,3011.0,0,0,3011,2022-03-31
C,15519,76760.0,13000,76760.0,0,0,76760,2022-03-31
I,28216,125855.0,13000,125855.0,0,0,125855,2022-03-31
I,28215,114066.0,5720,114066.0,0,0,114066,2022-03-31
C,28214,50817.0,13000,50817.0,0,0,50817,2022-03-31
R,8374,78054.0,5720,78054.0,0,0,78054,2022-03-31
C,37594,158915.0,13000,158915.0,0,0,116831,2024-09-30
C,47746,41729.0,13000,41729.0,0,0,41729,2022-03-31
C,8373,727254.0,13000,727254.0,0,0,727254,2022-03-31
R,31486,24335.0,5720,24335.0,0,0,24335,2023-11-29
I,24377,253801.0,13000,253801.0,0,0,189513,2024-09-30
R,28200,19514.0,5720,19514.0,0,0,19514,2023-11-29
C,8347,377639.0,13000,377639.0,0,0,313351,2024-09-30
C,37582,17041.0,13000,17041.0,0,0,17041,2022-08-30
R,8346,149019.0,5720,149019.0,0,0,120732,2024-09-30
C,19659,11149.0,13000,11149.0,0,0,11149,2022-03-31
C,37581,21305.0,13000,21305.0,0,0,21305,2022-03-31
C,28199,210262.0,13000,210262.0,0,0,210262,2022-03-31
C,28325,123632.0,13000,123632.0,0,0,123632,2022-03-31
C,8610,92560.0,13000,92560.0,0,0,92560,2022-07-29
C,15667,496239.0,13000,496239.0,0,0,496239,2023-04-20
C,24544,116133.0,13000,116133.0,0,0,116133,2022-07-29
C,24543,41879.0,13000,41879.0,0,0,41879,2023-02-22
C,28324,40858.0,13000,40858.0,0,0,40858,2023-04-20
C,8609,680291.0,13000,680291.0,0,0,633728,2024-09-10
C,8608,28665.0,13000,28665.0,0,0,28665,2022-08-30
C,28323,59703.0,13000,59703.0,0,0,59703,2022-03-31
C,28322,676881.0,13000,676881.0,0,0,676881,2022-08-30
C,15666,616582.0,13000,616582.0,0,0,552294,2024-09-30
C,24542,80422.0,13000,80422.0,0,0,80422,2022-03-31
C,8607,418125.0,13000,418125.0,0,0,418125,2023-12-29
R,37753,32194.0,5720,32194.0,0,0,32194,2023-12-29
R,44095,19968.0,5720,19968.0,0,0,19968,2023-11-29
C,8606,607783.0,13000,607783.0,0,0,547214,2024-09-10
C,24553,510561.0,13000,510561.0,0,0,469065,2024-09-26
C,37763,138126.0,13000,138126.0,0,0,138126,2022-03-31
I,19789,63275.0,13000,63275.0,0,0,63275,2022-03-31
C,28335,62002.0,13000,62002.0,0,0,62002,2022-09-28
I,19788,11128.0,13000,11128.0,0,0,11128,2022-03-31
I,19787,36427.0,13000,36427.0,0,0,36427,2022-03-31
C,48353,170483.0,13000,170483.0,0,0,170483,2023-12-21
